rid,stable_id,joke,joke_cleaned,word_count,topic,topic_all_nouns,combo_key,combo_freq
162752,39634f5d1638732f9d6afed616b1d036e7fd5571,Why does a chicken coop have 2 doors instead of 4? Because then it'd be a chicken sedan,why does a chicken coop have 2 doors instead of 4 ? because then it'd be a chicken sedan,19,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
177920,3ebcd2f816d45deb74302c6708e8db7653035647,"Why does a chicken coop only have two doors? Because if it had four, it would be a sedan.","why does a chicken coop only have two doors ? because if it had four , it would be a sedan .",22,"coop, door, sedan","chicken, sedan, coop, door","chicken, coop, door, sedan",157
178425,3ee86faeca1efd926bd101942d2a6a71144a2fc9,Why did the chicken coop have two doors — Because if it had four doors it would be a chicken sedan,why did the chicken coop have two doors because if it had four doors it would be a chicken sedan,20,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
182231,4040b38c3151c790cd7d5ab326cfbbf9e31481ff,Why does a chicken coop always have two doors Cause otherwise it would be a chicken sedan,why does a chicken coop always have two doors cause otherwise it would be a chicken sedan,17,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
186290,41a9b0d705593c7717938200a5f881b7aa4ba705,Why do chicken coops have two doors? Because if they had four it would be a chicken sedan.,why do chicken coops have two doors ? because if they had four it would be a chicken sedan .,20,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
210360,4a2fd4aaa0e650df108fb7989599a4b47679717f,Why does a chicken coop have two doors? Because if it had four it would be a chicken sedan!,why does a chicken coop have two doors ? because if it had four it would be a chicken sedan !,21,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
222240,4e5115bc77b78e472a1489ddc2c684db32e61ddf,Why does a chicken coop have two doors? Because if it had four it'd be a sedan.,why does a chicken coop have two doors ? because if it had four it'd be a sedan .,19,"coop, door, sedan","chicken, sedan, coop, door","chicken, coop, door, sedan",157
223042,4e956d942cdd45ef8dfaef70a649b34ab35146c3,Why do chicken coops only have 2 doors? Because if they had 4 they'd be Chicken Sedans,why do chicken coops only have 2 doors ? because if they had 4 they'd be chicken sedans,18,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
230313,5125c2e19f549ffc4fda85ee23b4721a9758d64a,"Why does a chicken coop have two doors — Because if it had four, it would be a chicken sedan","why does a chicken coop have two doors because if it had four , it would be a chicken sedan",20,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
230432,5131c10f61687e5c9911daab9d9be0107e10722a,"Why does a chicken coop always have two doors? Because if it had four doors, it would be a chicken sedan!","why does a chicken coop always have two doors ? because if it had four doors , it would be a chicken sedan !",24,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
231482,518ee469fc5a8c3148d30244696c310e5f487745,Why do chicken coops always have two doors? Because otherwise they would be chicken sedans.,why do chicken coops always have two doors ? because otherwise they would be chicken sedans .,17,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
249016,57c591447f1a6ff847581ab5e89deed2b2d00cf5,Why do chicken coops have 2 doors? Because if it had 4 it would be a chicken sedan,why do chicken coops have 2 doors ? because if it had 4 it would be a chicken sedan,19,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
252484,58f7701f530cc2641601159973d2295cf19ba70b,"Why does a chicken coop have 2 doors? Because if it had 4, it'd be a chicken sedan!","why does a chicken coop have 2 doors ? because if it had 4 , it'd be a chicken sedan !",21,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
254636,59bc17eb44c5569706a13828d400218db83f2fcc,Why don't chicken coops have 4 doors? Because then it would be a chicken sedan.,why don't chicken coops have 4 doors ? because then it would be a chicken sedan .,17,"coop, door, sedan","chicken, sedan, coop, door","chicken, coop, door, sedan",157
255077,59e16b6ebb0e0332fe684d29fb003538639bdeae,Why does a chicken coop have too doors? If it had four doors it would be a chicken sedan,why does a chicken coop have too doors ? if it had four doors it would be a chicken sedan,20,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
256210,5a4a13ac83ce2268641728a37727e2b68c3ee40a,Why does a chicken coop only have two doors on it? If it had 4 doors it would be a chicken sedan.,why does a chicken coop only have two doors on it ? if it had 4 doors it would be a chicken sedan .,24,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
260857,5bf6baeba5a55f1c76f29c547bfe2eeda247a574,Why do chicken coops have 2 doors? If they had 4 doors they'd be chicken sedans.,why do chicken coops have 2 doors ? if they had 4 doors they'd be chicken sedans .,18,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
265270,5d8be069208e3f908265a55713dd7c32abaaeed2,"Why does a chicken coop only have 2 doors — Because if it had 4, it'd be a chicken sedan","why does a chicken coop only have 2 doors because if it had 4 , it'd be a chicken sedan",20,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
285346,64944379e6169b2685df3d8631d4ba57ac1ea334,Why do chicken coops only have 2 doors? If they had 4 it would be a chicken sedan.,why do chicken coops only have 2 doors ? if they had 4 it would be a chicken sedan .,20,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
288047,65880f59529ca9a60219b17c5f1d3d9cccd18128,Why do chicken coops have 2 doors? Because if they had 4 doors they would be called chicken sedans!,why do chicken coops have 2 doors ? because if they had 4 doors they would be called chicken sedans !,21,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
288932,65d664c7d792fd670dd06a2d8afd1e4686de0558,Why do chicken coops have only two doors? If they had four doors they would be chicken sedans.,why do chicken coops have only two doors ? if they had four doors they would be chicken sedans .,20,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
303734,6b17d9f56c91cbecaddce0954d151bfa01ad2a70,Why did the chicken coop have two doors? 'cause if it had four doors it'd be a chicken sedan,why did the chicken coop have two doors ?'cause if it had four doors it'd be a chicken sedan,19,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
310280,6d63399abd30fd2e7e492bfd16d56b8fca0fc6a4,"Why do chicken coops have two doors? Because if they had 4, they'd be called chicken sedans","why do chicken coops have two doors ? because if they had 4 , they'd be called chicken sedans",19,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
312730,6e3c94b58837ffc3017368bb4812d3b50da8bde4,Why can't a chicken coop have four doors — Because it would be a chicken sedan,why can't a chicken coop have four doors because it would be a chicken sedan,15,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
314779,6ef232744525e7ec2d803d0d0d82db2ca1c43360,Why do chicken coops only have 2 doors — Because if they had 4 they'd be chicken sedans,why do chicken coops only have 2 doors because if they had 4 they'd be chicken sedans,17,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
316138,6f6f0b7b60642d3b537349803a3a73ce01c67a4b,Why does a chicken coop have 2 doors? Because if it had 4 doors it would be a chicken sedan,why does a chicken coop have 2 doors ? because if it had 4 doors it would be a chicken sedan,21,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
316848,6faf3a6b54d005b251949c5e4c4ef1fa5896bc20,"Why did the chicken coop only have two doors? Because if it had four doors, it'd be a chicken sedan!","why did the chicken coop only have two doors ? because if it had four doors , it'd be a chicken sedan !",23,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
320331,70dffe1d8912e52301cafd1802c439c0ad7c32ef,"Why does a chicken coop only have 2 doors — Because If it had 4, it would be a chicken sedan","why does a chicken coop only have 2 doors because if it had 4 , it would be a chicken sedan",21,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
322923,71c36abeb9422ab2f48665311380911d403a6923,Why does a chicken coop have two doors? If it had four doors it would be a chicken sedan.,why does a chicken coop have two doors ? if it had four doors it would be a chicken sedan .,21,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
328498,73b53a4b036bf3a858c2c803c93965837edf884e,Why to chicken coops have 2 doors — If they had 4 they'd be chicken sedans,why to chicken coops have 2 doors if they had 4 they'd be chicken sedans,15,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
333459,757619999806d25e8c5d97191500ebc051e07ec9,"Why do chicken coops only have two doors. Because if they had four, they would be chicken sedans","why do chicken coops only have two doors . because if they had four , they would be chicken sedans",20,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
350162,7b4882d8831103bf914e76b3de9c9c8929cda6a0,What do you call a chicken coop with four doors? A chicken sedan,what do you call a chicken coop with four doors ? a chicken sedan,14,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
365262,8093092389efe4f7219426e144489b0cc4af0298,"Why does a chicken coop have two doors? Because if a chicken coop had four doors, it would be called a chicken sedan.","why does a chicken coop have two doors ? because if a chicken coop had four doors , it would be called a chicken sedan .",26,"chicken, coop, door","chicken, coop, door, sedan","chicken, coop, door, sedan",157
366314,80f1aec8c72f830adc1757b6b0ad89ef9457d34f,Why do chicken coops have 2 doors? Because if they had 4 they'd be called chicken sedans.,why do chicken coops have 2 doors ? because if they had 4 they'd be called chicken sedans .,19,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
366687,81112eb994d9d430ec6651172dad89fee9774dcb,"How many doors are on a chicken coop? Two. If there were four, it would be a chicken sedan","how many doors are on a chicken coop ? two . if there were four , it would be a chicken sedan",22,"chicken, door, coop","chicken, sedan, door, coop","chicken, coop, door, sedan",157
367967,8183c1f0c85272807d90e4f9588f682fe3b6a4e1,"Why do chicken coops only have two doors? Because if it had four, it would be a chicken sedan.","why do chicken coops only have two doors ? because if it had four , it would be a chicken sedan .",22,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
369490,82074e0d3c0d71782188e428551852ad595a61d4,"Why do chicken coops have two doors? Because if they had four doors, they'd be chicken sedans.","why do chicken coops have two doors ? because if they had four doors , they'd be chicken sedans .",20,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
371233,82a5a3698285956b0d4c55fd1736a8ab1dd168b0,Why do chicken coops have two doors — Because if they had four doors they would be chicken sedans,why do chicken coops have two doors because if they had four doors they would be chicken sedans,18,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
374310,83bf66c4631af70a83aa4754e7c553b94998699a,Why does a chicken coop only have 2 doors? If it had 4 doors it would be a chicken sedan.,why does a chicken coop only have 2 doors ? if it had 4 doors it would be a chicken sedan .,22,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
376480,8487d918d051b7321e587d16fddacb66d3e14ede,"Why does a chicken coop only have two doors? Because if it had four doors, it would be a chicken sedan.","why does a chicken coop only have two doors ? because if it had four doors , it would be a chicken sedan .",24,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
377170,84c8e089494ae57e21c6ac26571943b1d63fdab2,"Why does a chicken coop only have 2 doors? Because if it had 4 doors, it would be a chicken sedan!","why does a chicken coop only have 2 doors ? because if it had 4 doors , it would be a chicken sedan !",24,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
381450,8645c236c8f76c94a360cbda9044641c0f4b62a8,"Why do chicken coops have 2 doors — If they had 4 doors, they'd be chicken sedans","why do chicken coops have 2 doors if they had 4 doors , they'd be chicken sedans",17,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
381928,866fc12a8aa35b5c8a393671e153f531d728688a,Why do they call it a chicken coop? Because if it had four doors it would be a chicken sedan.,why do they call it a chicken coop ? because if it had four doors it would be a chicken sedan .,22,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
383999,872dbe4374b6d8ae8a42a1d29fe0b02a4889e6f5,Why does a chicken coop have two doors — Cos if it had four it'd be a chicken sedan,why does a chicken coop have two doors cos if it had four it'd be a chicken sedan,18,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
403471,8e249acfddc1581270278a15d796e56392b556fa,Why does a chicken coop always have two doors? Because if it had four doors it would be a chicken sedan.,why does a chicken coop always have two doors ? because if it had four doors it would be a chicken sedan .,23,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
405354,8ed128d3b20c3a0b478b95ecb32d3897f17ce4b3,Why does a chicken coop only have two doors — Because if it had four doors it would be a chicken sedan,why does a chicken coop only have two doors because if it had four doors it would be a chicken sedan,21,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
406250,8f2388fae11dbf518e4aaf7d381d70127c4081d4,Why does a chicken coop only have two doors — If it had four doors it would be a chicken sedan,why does a chicken coop only have two doors if it had four doors it would be a chicken sedan,20,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
411392,90fd52cd88c473d51be7e077755e78621d60613c,"Why does a chicken coop have 2 doors? Because if it had 4 doors, it'd be a Chicken Sedan..","why does a chicken coop have 2 doors ? because if it had 4 doors , it'd be a chicken sedan ...",22,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
411454,91021c720c8533454f45431bbe608f1401dd7e3d,Why does a chicken coop only have two doors? Because if it had four it'd be a chicken sedan.,why does a chicken coop only have two doors ? because if it had four it'd be a chicken sedan .,21,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
413873,91dbd6d0fb154c5ed0d3d4067cc56f1ef8336ae0,"Why do chicken coops have only 2 doors? Because if they had 4, they'd be chicken Sedans.","why do chicken coops have only 2 doors ? because if they had 4 , they'd be chicken sedans .",20,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
417082,92f216fcbbad3eb0c2ad5e946538709cd0db97e9,"Why does a chicken coop have two doors? because if it had four, it would be a chicken sedan.","why does a chicken coop have two doors ? because if it had four , it would be a chicken sedan .",22,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
417132,92f51f39e7fc40a6dd3b0c563da8137b10d16fea,"Why does a chicken coop have 2 doors? Because if it had 4 doors, it would be a chicken sedan.","why does a chicken coop have 2 doors ? because if it had 4 doors , it would be a chicken sedan .",23,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
417397,930c8182c210fdb681eaf15b87fcb99ad1f79ba0,Why do chicken coops only have two doors? Because if they had four doors it would be a chicken sedan!,why do chicken coops only have two doors ? because if they had four doors it would be a chicken sedan !,22,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
422773,94f91391b8aabd8723842a25f8d25286dcd40ccb,Why does a chicken coop have two doors? Because if it had four doors it would be a chicken sedan.,why does a chicken coop have two doors ? because if it had four doors it would be a chicken sedan .,22,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
423104,951782007ed32cd6420546f8c4d222ae0762ceed,Why do chicken coops have 2 doors — If they had 4 doors they'd be called chicken sedans,why do chicken coops have 2 doors if they had 4 doors they'd be called chicken sedans,17,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
430083,979656340a455cf490865dbcc22ba58c4b003a8f,"Why does a chicken coop have only two doors? If it had four, it would be a chicken sedan.","why does a chicken coop have only two doors ? if it had four , it would be a chicken sedan .",22,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
430118,979963387e41bf952edd4a4496f2477d79f007a6,"Why does a chicken coop only have two doors? Because if it had four, it'd be a chicken sedan.","why does a chicken coop only have two doors ? because if it had four , it'd be a chicken sedan .",22,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
431131,97f40b0cab8283be097b6690f3ff3b3c2f86e062,Why does a chicken coop have two doors? If it had four doors it would be a chicken sedan !,why does a chicken coop have two doors ? if it had four doors it would be a chicken sedan !,21,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
433420,98c0e0c7dd13a271093255f8a1b1e94e9c89fa5a,"Why does a chicken coop have 2 doors? Because if it had 4, it'd be a sedan!","why does a chicken coop have 2 doors ? because if it had 4 , it'd be a sedan !",20,"coop, door, sedan","chicken, sedan, coop, door","chicken, coop, door, sedan",157
436878,99fe5ee34a5a64683558a3fbbf430b303199b021,Why do chicken coops have two doors? Because if it had four it would be called a chicken sedan.,why do chicken coops have two doors ? because if it had four it would be called a chicken sedan .,21,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
441097,9b7c5ec9efc2cc2aa2f8254e9df838706f9cdabc,Why does a chicken coop only have 2 doors? If it had 4 it would be a chicken sedan.,why does a chicken coop only have 2 doors ? if it had 4 it would be a chicken sedan .,21,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
441975,9bcae3938f9dc06b08a57c210d56fb590a7a3a8a,Why do chicken coops only have 2 doors? Because If they had 4 doors it would be a chicken sedan.,why do chicken coops only have 2 doors ? because if they had 4 doors it would be a chicken sedan .,22,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
445040,9ce1e98915ad9e24dfd68eedc971cdf238e78280,Why do chicken coops only have 2 doors? Because if they had 4 doors they would be a chicken sedan!,why do chicken coops only have 2 doors ? because if they had 4 doors they would be a chicken sedan !,22,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
447755,9dd9fef6431d7c1990e66aab408bbdd503a4e074,"Why does a chicken coop only have two doors? Because if it had four doors, it'd be a chicken sedan.","why does a chicken coop only have two doors ? because if it had four doors , it'd be a chicken sedan .",23,"door, chicken, coop","chicken, door, sedan, coop","chicken, coop, door, sedan",157
455541,a08780032f32abe864a091c9112d5dfbed6d2c81,Why does a chicken coop have 2 doors? Because if it had 4 it would be a chicken sedan.,why does a chicken coop have 2 doors ? because if it had 4 it would be a chicken sedan .,21,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
457133,a116955aed638daa0d75fca974e7ec6e5487de14,Why can't a chicken coop have 4 doors? Because then it would be a chicken sedan,why can't a chicken coop have 4 doors ? because then it would be a chicken sedan,17,"chicken, coop, door","chicken, sedan, coop, door","chicken, coop, door, sedan",157
