rid,stable_id,joke,joke_cleaned,word_count,topic,topic_all_nouns,combo_key,combo_freq
190800,43418ea257bc25756e52dc7b73d577cefa59952a,I recently bought some shoes off of my drug dealer I don't know what he laced them with but I've been tripping all day,i recently bought some shoes off of my drug dealer i don't know what he laced them with but i've been tripping all day,24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
193065,44081f4ef1d2d7eeb7e0175d1332f40091bb42fe,"I bought some shoes from a drug dealer. I don't know what he laced it with, but I've been tripping all day.","i bought some shoes from a drug dealer . i don't know what he laced it with , but i've been tripping all day .",25,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
193837,4450bef38a2e9dc2c5f107288cb95917ffa4acec,"One time I bought these shoes from a drug dealer, and I don't know what he laced them with, but I've been tripping all day","one time i bought these shoes from a drug dealer , and i don't know what he laced them with , but i've been tripping all day",27,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
201027,46dfd37fbf591cdfff9cc7643d2bc1f99adb815a,"Bought some shoes from a drug dealer I don't know what he laced them with, but I've been tripping all day.","bought some shoes from a drug dealer i don't know what he laced them with , but i've been tripping all day .",23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
205706,488ddb62b1179485a716ba479bd314e93b85179b,I bought shoes from a drug dealer today... I dont know what he laced them with but i have been tripping like crazy,i bought shoes from a drug dealer today ...  i dont know what he laced them with but i have been tripping like crazy,24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
207396,49286e7d43261b72fb436514d079a2248a58e243,I bought shoes from a drug dealer... I don't know what he laced them with but I've been tripping ALL DAY!,i bought shoes from a drug dealer ...  i don't know what he laced them with but i've been tripping all day !,23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
213173,4b2bfcbbf4288ec81f1a771f743bf1174784bec4,"So I recently bought shoes from a drug dealer I don't know what he laced them with, but I've been tripping all day","so i recently bought shoes from a drug dealer i don't know what he laced them with , but i've been tripping all day",24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
218346,4cf113ec6d54e3cce832a71bef1c3f689e3dd5de,I bought shoes from my drug dealer — I don't know what he's laced them with but I've been tripping all day,i bought shoes from my drug dealer i don't know what he's laced them with but i've been tripping all day,21,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
221466,4e08b88adb94d634e4b838e979b2d843c485000c,I got shoes from a drug dealer once... I don't know what it was laced with but I was tripping all day!!,i got shoes from a drug dealer once ...  i don't know what it was laced with but i was tripping all day !,24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
221606,4e16dd019952d285ac72d81df1f8a706341f8637,I bought shoes from a drug dealer.. I don't know what he laced em with but I've been tripping all day......!,i bought shoes from a drug dealer ...  i don't know what he laced em with but i've been tripping all day ...  !,24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
227746,503eb94539ed94fda6a649273e9c8cc733afabc0,I bought some shoes from a drug dealer — I don't know what he laced them with but I was tripping all day,i bought some shoes from a drug dealer i don't know what he laced them with but i was tripping all day,22,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
228616,5090e84253932f1765e377ef7607ce0af9e1516f,"Bought some shoes off my drug dealer I dont know what he laced them with, but I've been tripping all day!","bought some shoes off my drug dealer i dont know what he laced them with , but i've been tripping all day !",23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
230165,51192a95ed7cd315e494a1fa3c3e81cac8e32f54,I bought some shoes from a drug dealer. I don't know what he laced them with but — I've been tripping all day,i bought some shoes from a drug dealer . i don't know what he laced them with but i've been tripping all day,23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
230166,51192a95ed7cd315e494a1fa3c3e81cac8e32f54,I bought some shoes from a Drug Dealer. I don't know what he laced them with but I've been tripping all day,i bought some shoes from a drug dealer . i don't know what he laced them with but i've been tripping all day,23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
230485,51366d21a4dee89ef74663554be1719e09646201,"A drug dealer just sold me some shoes... — I don't know what he laced them with, but I've been tripping all day","a drug dealer just sold me some shoes ...  i don't know what he laced them with , but i've been tripping all day",24,"drug, shoe, dealer","dealer, drug, shoe","dealer, drug, shoe",183
242533,557b8990f8228a77685a2feb179f77363d74a153,"I bought some shoes from my drug dealer... I don't know what he laced them with, but I've been trippin' all day.","i bought some shoes from my drug dealer ...  i don't know what he laced them with , but i've been trippin'all day .",24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
247982,5766c357cc3f9b4a57c639f0735d45185e92d868,"I bought some shoes from a drug dealer. I don't know what he laced them with, but I've been tripping all day.","i bought some shoes from a drug dealer . i don't know what he laced them with , but i've been tripping all day .",25,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
247983,5766c357cc3f9b4a57c639f0735d45185e92d868,"I bought some shoes from a drug dealer. I don't know what he laced them with, but — I've been tripping all day.","i bought some shoes from a drug dealer . i don't know what he laced them with , but i've been tripping all day .",25,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
255800,5a2316e90c9526c9ac154b6b04529dc1a67c5136,"I bought these shoes from a drug dealer — I don't know what he laced them with, but I've been trippin' all day","i bought these shoes from a drug dealer i don't know what he laced them with , but i've been trippin'all day",22,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
264427,5d3fe15b94f4b5ae03e27e77e874e5065ca791aa,I bought shoes from a drug dealer once — I don't know what he laced them with but I was tripping all day,i bought shoes from a drug dealer once i don't know what he laced them with but i was tripping all day,22,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
268506,5eb932ca6d7610ea9682d7a3dfeb7ae0f7b04150,"I bought some shoes from a drug dealer. I don't know what he laced them with but..."" I've been tripping all day.","i bought some shoes from a drug dealer . i don't know what he laced them with but ...  "" i've been tripping all day .",26,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
274874,60ec19c1d7933a0cac5b7a2250a3ab8e636802d1,"I bought some shoes frome a drug dealer. I don't know what he laced them with, but I was tripping all day!","i bought some shoes frome a drug dealer . i don't know what he laced them with , but i was tripping all day !",25,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
275328,611339131c2f10472070d7257f0139cf46891e09,I bought my shoes from a drug dealer... I don't know what he laced them with but I've been tripping all day.,i bought my shoes from a drug dealer ...  i don't know what he laced them with but i've been tripping all day .,24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
284238,642d9e45aebb9312b037e44a732122505dde4287,I bought some shoes from a drug dealer today I don't know what he laced them with but I've been tripping all day,i bought some shoes from a drug dealer today i don't know what he laced them with but i've been tripping all day,23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
284239,642d9e45aebb9312b037e44a732122505dde4287,I bought some shoes from a drug dealer today — I don't know what he laced them with but I've been tripping all day,i bought some shoes from a drug dealer today i don't know what he laced them with but i've been tripping all day,23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
284388,643b52f3e256ebe5a96f74a708b68fa6d149202d,"I just bought shoes from a drug dealer I don't know what he laced them with, but I've been tripping all day","i just bought shoes from a drug dealer i don't know what he laced them with , but i've been tripping all day",23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
284600,644e9f01986b192a38806a1f3a900318d606db72,"I bought some shoes from a drug dealer. I don't know what he laced them with, but — I was tripping all day","i bought some shoes from a drug dealer . i don't know what he laced them with , but i was tripping all day",24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
287710,6569677f69b881629f749c3e7df42b99538d1f71,I bought some new shoes from a drug dealer. I don't know what he laced them with but I've been tripping all day.,i bought some new shoes from a drug dealer . i don't know what he laced them with but i've been tripping all day .,25,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
289521,660eb2ca93ba15d5ea1b9af280ee404dcdb5672c,"I bought some shoes from a drug dealer... I don't know what he laced them with, but I've been tripping all day.","i bought some shoes from a drug dealer ...  i don't know what he laced them with , but i've been tripping all day .",25,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
296300,687e89fb737727fec364e3383f2b86eab71047a2,I recently bought some shoes from a drug dealer I don't know what he laced them with but I've been tripping all day,i recently bought some shoes from a drug dealer i don't know what he laced them with but i've been tripping all day,23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
298172,692ae787dc8229f7de6350fc6fdfcf88d22b59f7,I bought new shoes off of my drug dealer. I dont know what they are laced with but I've been tripping all day.,i bought new shoes off of my drug dealer . i dont know what they are laced with but i've been tripping all day .,25,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
302676,6abc9991d4ba2daa2b1d4324e669aac96003fd5f,"Shoes from a drug dealer I bought some shoes from a drug dealer. I don't know what he laced them with, but I've been tripping all day.","shoes from a drug dealer i bought some shoes from a drug dealer . i don't know what he laced them with , but i've been tripping all day .",30,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
307048,6c37d864113b1635995bc7a7b5eaba65a3f85940,"So I bought Shoes from a Drug-Dealer... I don't know what he laced them with, but I was tripping all Day.","so i bought shoes from a drug-dealer ...  i don't know what he laced them with , but i was tripping all day .",24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
316237,6f75e6b0a81d5faee5a5bb9723696c540e589468,"I bought my shoes from a drug dealer. I'm not sure what they're laced with, but I've been tripping all day.","i bought my shoes from a drug dealer . i'm not sure what they're laced with , but i've been tripping all day .",24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
320309,70ddd718a196b128871a9b26a394a728646546fc,"I bought shoes from a drug dealer,. I don't know what he laced them with, but — I was tripping all day","i bought shoes from a drug dealer , . i don't know what he laced them with , but i was tripping all day",24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
323741,720aec0433d41075b1c40b6f80218120f1c2041c,"I bought shoes from a drug dealer I don't know what he laced them with, but I 've been tripping all day!","i bought shoes from a drug dealer i don't know what he laced them with , but i've been tripping all day !",23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
323812,7211e9a55e14ac052d521dfa6ee3e67ea0c296bd,I bought some shoes off a drug dealer.... I don't know what he laced them with but i've been tripping all day.,i bought some shoes off a drug dealer ...  i don't know what he laced them with but i've been tripping all day .,24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
331291,74ae71fcaddff6df2cdc5d84e4b4a3ee92a4449d,I bought shoes from a drug dealer. I don't know what he laced them with but I've been tripping all day.,i bought shoes from a drug dealer . i don't know what he laced them with but i've been tripping all day .,23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
336716,769cdf546526d3eb1623b9d83e0c17702710eb94,A drug dealer sold me shoes today I don't know what he laced them with because I've been tripping all day.,a drug dealer sold me shoes today i don't know what he laced them with because i've been tripping all day .,22,"drug, shoe, dealer","dealer, drug, shoe","dealer, drug, shoe",183
338680,77558e5ad989847231ca9292eb93e1810747dbfc,"Don't ever buy your shoes from your drug dealer. I think he laced mine with something, I've been tripping all day","don't ever buy your shoes from your drug dealer . i think he laced mine with something , i've been tripping all day",23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
340148,77d7fad90599ed60edf532fa4dca7bb28543796c,I recently bought some shoes from a drug dealer... I don't know what he laced them with but I've been tripping all day.,i recently bought some shoes from a drug dealer ...  i don't know what he laced them with but i've been tripping all day .,25,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
343073,78d8a01cdb42fbec3636dade85186200d75813e5,"I bought some shoes from my drug dealer the other day I dont know what he laced them with, but I was tripping all day","i bought some shoes from my drug dealer the other day i dont know what he laced them with , but i was tripping all day",26,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
359459,7e8fed92953d50799ccf78d1f9922e1bebd4f2f2,"Here's a funny joke: I bought some shoes from a drug dealer. I don't know what he laced them with, but I've been tripping all day.","here's a funny joke : i bought some shoes from a drug dealer . i don't know what he laced them with , but i've been tripping all day .",30,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
359835,7eb05c2c52d9bbc5a61004243a05984788634d16,"Bought shoes from a drug dealer Not sure what he laced them with, but I've been tripping all day!","bought shoes from a drug dealer not sure what he laced them with , but i've been tripping all day !",21,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
360261,7ed6ae488e660cd937887d1ed5ddfd4b7e847e9e,"I bought my shoes from a drug dealer. I don't know what he laced them with, but I've been trippin' all day.","i bought my shoes from a drug dealer . i don't know what he laced them with , but i've been trippin'all day .",24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
362118,7f7731193c777e9a6e08f6dfdac4d10644092313,I bought some shoes from a drug dealer. I don't know what he laced them with but I've been tripping all day.,i bought some shoes from a drug dealer . i don't know what he laced them with but i've been tripping all day .,24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
364209,803415a090f96924320ccd9c6fe9009b49d35758,"Funny Joke I bought some shoes from a drug dealer. I don't know what he laced them with, but I've been tripping all day.","funny joke i bought some shoes from a drug dealer . i don't know what he laced them with , but i've been tripping all day .",27,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
