combo,batch_prompt,joke_text,model_version
poem,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [poem].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the poem go to the amusement park? To ride the roller-coaster of emotions.,Llama-3.1-70B-NF4
poem,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [poem].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the poet bring a compass to the reading? He wanted to navigate the audience's feelings.,Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why was the alphabet invited to all the parties? Because it's always a 'letter' of fun.,Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my friend to learn the alphabet, now he's a 'grade A' student.",Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What did the alphabet say to its friend who couldn't stop talking? 'B' quiet for once!,Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","My friend tried to teach me the alphabet, but I kept getting it 'bass ackwards.'",Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why was the alphabet sad? It had a lot of 'doubled' letters to deal with.,Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What did the letter 'A' say to its friend 'B'? 'Aren't you tired of being second best?',Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","My friend spelled his name with the alphabet, but forgot the 'e' – now nobody knows his 'I'd entity.'",Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the alphabet go to therapy? It had a lot of'mixed letters.',Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call an alphabet that's feeling sad? A blue 'letter' day.,Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the friend bring a ladder to the alphabet party? He heard the drinks were on the 'high C.',Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the alphabet say when it ran into an old friend? 'Long time, no 'C'!'",Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why was the alphabet kicked out of the bar? It was making too many 'X'-rated jokes.,Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a friend who knows the whole alphabet? A 'genius' in 'A-B-C.',Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the alphabet go to the gym? To get some 'toned vowels.',Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the alphabet say to its friend who kept forgetting letters? 'Don't 'paws' for a moment, just keep going!'",Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the friend take his alphabet to the doctor? It had a bad case of 'letter' flu.,Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call an alphabet that's a great listener? A'receptive' 'letter' of the community.,Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the alphabet become a detective? It was great at solving'mysterious letters.',Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the alphabet go to the beauty parlor? It wanted a 'font' change.,Llama-3.1-70B-NF4
"alphabet, friend, letter","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [alphabet, friend, letter].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the alphabet say to its friend who was struggling in school? 'Don't worry, just'spell' it out.'",Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the duck get kicked out of the bar? He was making too many fowl jokes.,Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","A duck walks into a bar and orders a beer. The bartender says, ""That'll be $5."" The duck replies, ""Put it on my bill.""",Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the bartender say to the duck at the bar? ""Sorry, we don't serve poultry here.""",Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the duck go to the bar? To have a quack-tini.,Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","A duck walks into a bar with a slab of asphalt under his arm and says, ""A beer, please, and one for the road.""",Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the duck get in trouble at the bar? He was caught using a fake ID – a phony bill.,Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a duck who tends bar? A mixologist.,Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","A duck walks into a bar and says, ""Ow!"" The bartender asks, ""What happened?"" The duck replies, ""I just got a fowl temper.""",Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the duck go to the bar to see a doctor? He had a fowl cough.,Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the duck say when he walked into the bar and saw his friend? ""Fowl play!""",Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the duck get kicked out of the bar again? He kept using egg-xaggerated language.,Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the duck go to the bar with his therapist? He had an egg-xistential crisis.,Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a duck who's a good listener behind the bar? An egg-cellent bartender.,Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the duck get kicked out of the bar for the third time? He kept making too many egg-centric jokes.,Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the duck bring a ladder to the bar? He heard the drinks were on the house.,Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the duck get kicked out of the bar once more? He kept making too many bird-brained remarks.,Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the duck say to the bartender when he asked him to leave the bar? ""Fine, I'm flying out of here!""",Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the duck take his dog to the bar? He wanted to get a paws-itive review.,Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the duck get kicked out of the bar yet again? He kept making too many wing-ing complaints.,Llama-3.1-70B-NF4
"bar, duck","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, duck].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a duck who's a great bartender? A hoot of a mixologist.,Llama-3.1-70B-NF4
"bar, beer, mop, skeleton","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, beer, mop, skeleton].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the bar goer bring a ladder? He heard the drinks were on the house.,Llama-3.1-70B-NF4
"bar, beer, mop, skeleton","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, beer, mop, skeleton].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the skeleton refuse to drink beer? It had no body to absorb it.,Llama-3.1-70B-NF4
"bar, beer, mop, skeleton","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, beer, mop, skeleton].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What did the bartender say to the skeleton who ordered a beer? You're just a shell of your former self.,Llama-3.1-70B-NF4
"bar, beer, mop, skeleton","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, beer, mop, skeleton].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the bar owner hire a skeleton? To rattle the competition.,Llama-3.1-70B-NF4
"bar, beer, mop, skeleton","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, beer, mop, skeleton].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the skeleton get kicked out of the bar? He had no bones to pick with the bartender.,Llama-3.1-70B-NF4
"bar, beer, mop, skeleton","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, beer, mop, skeleton].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a bar that doesn't serve beer? A skeleton crew.,Llama-3.1-70B-NF4
"bar, beer, mop, skeleton","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, beer, mop, skeleton].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the skeleton go to the bar? To have a killer time.,Llama-3.1-70B-NF4
"bar, beer, mop, skeleton","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, beer, mop, skeleton].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the bartender refuse to serve the skeleton another beer? He was afraid he'd be dead drunk.,Llama-3.1-70B-NF4
"bar, beer, mop, skeleton","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, beer, mop, skeleton].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the skeleton start a bar? He heard it was a grave opportunity.,Llama-3.1-70B-NF4
"bar, beer, mop, skeleton","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, beer, mop, skeleton].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What did the skeleton say when the bartender asked him to leave? I'm dying to stay.,Llama-3.1-70B-NF4
"bar, beer, mop, skeleton","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, beer, mop, skeleton].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the bar install a mop? To clean up after the beer pong tournament.,Llama-3.1-70B-NF4
"bar, beer, mop, skeleton","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, beer, mop, skeleton].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the skeleton become a bartender? He was great at rattling off drinks.,Llama-3.1-70B-NF4
"bar, beer, mop, skeleton","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, beer, mop, skeleton].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the skeleton go to the bar on Friday night? To unwind and have a ghoul time.,Llama-3.1-70B-NF4
"bar, beer, mop, skeleton","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, beer, mop, skeleton].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a skeleton who tends bar? A bone-afide bartender.,Llama-3.1-70B-NF4
"bar, beer, mop, skeleton","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, beer, mop, skeleton].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the skeleton get kicked out of the bar for the third time? He kept trying to bone up on the drinks.,Llama-3.1-70B-NF4
"bar, beer, mop, skeleton","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [bar, beer, mop, skeleton].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the skeleton go to the bar? To meet his boo.,Llama-3.1-70B-NF4
