combo,batch_prompt,joke_text,model_version
glass,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [glass].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a glass that's a good listener? A pane-ful friend!,Llama-3.1-70B-NF4
glass,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [glass].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the glass become a detective? It was great at seeing through things!,Llama-3.1-70B-NF4
glass,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [glass].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the glass go to the beauty parlor? It wanted a sparkling new look!,Llama-3.1-70B-NF4
glass,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [glass].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the glass say when it got old? ""I'm feeling a little brittle!""",Llama-3.1-70B-NF4
glass,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [glass].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","Why did the glass go to the amusement park? To ride the rollercoaster and get a little ""shaken""!",Llama-3.1-70B-NF4
glass,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [glass].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","Why did the glass become a philosopher? It was always pondering the meaning of ""half-full""!",Llama-3.1-70B-NF4
glass,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [glass].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a glass that's always telling jokes? A pane-ster!,Llama-3.1-70B-NF4
glass,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [glass].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the glass go to the art museum? To see the reflections of the masters!,Llama-3.1-70B-NF4
glass,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [glass].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the glass become a poet? It was great at crafting transparent verse!,Llama-3.1-70B-NF4
glass,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [glass].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the glass say when it got lost? ""I'm just a fragment of my former self!""",Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","Why did the baker go to the bank? He needed dough, but not the kind he was used to making.",Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",I told my wife she was drawing her eyebrows too high. She looked surprised.,Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why don't scientists trust atoms? Because they make up everything.,Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why don't eggs tell jokes? They'd crack each other up.,Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the scarecrow win an award? Because he was outstanding in his field.,Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a fake noodle? An impasta.,Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the coffee file a police report? It got mugged.,Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the bicycle fall over? Because it was two-tired.,Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",I'm reading a book about anti-gravity. It's impossible to put down.,Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the banana go to the doctor? He wasn't peeling well.,Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the astronaut break up with his girlfriend? Because he needed space.,Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a can opener that doesn't work? A can't opener.,Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","I'm addicted to placebos. I could quit, but it wouldn't make a difference.",Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the computer go to the doctor? It had a virus.,Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the kid bring a ladder to school? He wanted to reach his full potential.,Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a bear with no socks on? Barefoot.,Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the chicken go to the gym? To get some egg-cellent abs.,Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the mushroom go to the party? Because he was a fun-gi.,Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the cat join a band? Because he wanted to be a purr-cussionist.,Llama-3.1-70B-NF4
job,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [job].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the orange stop in the middle of the road? It ran out of juice.,Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the masochist and sadist break up? They couldn't agree on who should be in control.,Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the sadist say to the masochist? ""You're going to love this.""",Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the masochist go to the dentist? He wanted a filling that would last.,Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a sadist working at a bakery? A pastry punisher.,Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the sadist become a teacher? To grade papers harshly.,Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the masochist bring a ladder to the party? He heard the drinks were on the house.,Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the sadist say when his wife asked him to take out the trash? ""You want it taken out? I'll throw you out.""",Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the masochist get kicked out of the bar? He kept asking the bartender to make the drinks stronger.,Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a masochist with a bad memory? Someone who enjoys repeating painful experiences.,Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the sadist become a personal trainer? To push people to their limits.,Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the masochist go skydiving? For the rush of almost dying.,Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a sadist who's also a great listener? A pain therapist.,Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the masochist get a tattoo of a sadist's face? So he could have a permanent reminder of his ex.,Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the sadist become a chef? To serve up painful portions.,Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the sadist say to the masochist who asked for a hug? ""I'd rather slap you.""",Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the masochist go to the sadist's comedy club? To laugh at his own expense.,Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a sadist who's also a great problem solver? A pain consultant.,Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the masochist become a test subject for a new vaccine? He wanted to suffer for science.,Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the sadist become a music critic? To trash the competition.,Llama-3.1-70B-NF4
"masochist, sadist","Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [masochist, sadist].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the sadist say to the masochist who asked for a second date? ""You want to go out again? I'll make sure it hurts.""",Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",I'm reading a book on anti-gravity; it's impossible to put down in the middle of the night.,Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the baker go to the bank in the middle of the day? He needed dough.,Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Middle age is when your age is sandwiched between your shoe size and IQ.,Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","In the middle of an argument, my wife told me to take out the trash. So I took her advice and left.",Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","I'm not arguing, I'm just explaining why I'm right, there's a middle ground.",Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the Zen master say to the hot dog vendor in the middle of the city? ""Make me one with everything.""",Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","Why do chicken coops only have two doors? Because if they had four, they would be a sedan in the middle of the farm.",Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","Middle school was like a video game, except instead of respawning, you just got acne.",Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a group of cows in the middle of a field playing instruments? A moo-sical band.,Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why was the math book sad sitting in the middle of the library? Because it had too many problems.,Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the scarecrow win an award in the middle of the cornfield? Because he was outstanding in his field.,Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the grape say when it got stepped on in the middle of the vineyard? Nothing, it just let out a little wine.",Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why do some couples bring a ladder on their first date in the middle of the restaurant? They want to take things to the next level.,Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a can opener in the middle of the kitchen that doesn't work? A can't opener.,Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the bicycle fall over in the middle of the road? Because it was two-tired.,Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why do bananas in the middle of the fruit bowl go to the doctor? They're not peeling well.,Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the astronaut break up with his girlfriend in the middle of space? Because he needed space.,Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the beach say in the middle of the summer when it got hot? ""I'm feeling a little burned out.""",Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the coffee file a police report in the middle of the morning? It got mugged.,Llama-3.1-70B-NF4
middle,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [middle].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the computer go to the doctor in the middle of the night? It had a virus.,Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the condom go to therapy? It was feeling wrapped up in its emotions.,Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the condom break up with his girlfriend? He couldn't handle the pressure.,Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the condom say to the STD? ""You're always trying to get inside my head.""",Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why do condoms make great listeners? They're always willing to wrap themselves around your problems.,Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the condom say when it got old? ""I'm feeling a little worn out.""",Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the condom go to the party? To get wrapped up in the fun.,Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why do condoms make great friends? They're always there to cover your back.,Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the condom say when it ran into an ex? ""Long time, no wrap.""",Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","Why did the condom go to the doctor? It had a little ""tear"" in its eye.",Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why do condoms make great partners in crime? They're always willing to take the wrap.,Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the condom say when it got tired? ""I'm all wrapped out.""",Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","Why did the condom go to the gym? To get a little more ""stretch"".",Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why do condoms make great secret agents? They're experts at going undercover.,Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the condom say when it got kicked out of the bar? ""I guess I wasn't wrapped tight enough.""",Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the condom become a musician? It was great at wrapping up a crowd.,Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",What do you call a condom that's feeling sad? A little down.,Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the condom go to the beauty parlor? It wanted a new wrap-do.,Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","Why did the condom go on a diet? It wanted to lose some of its ""baggage"".",Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the condom say when it got lost? ""I'm having trouble finding my way in.""",Llama-3.1-70B-NF4
condom,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [condom].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the condom become a teacher? It was great at wrapping up lessons.,Llama-3.1-70B-NF4
communism,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [communism].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.",Why did the communist chicken go to therapy? It had egg-xistential crisis.,Llama-3.1-70B-NF4
communism,"Write exactly 20 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [communism].
Format: Output a numbered list from 1 to 20.
Constraints: No intro, no outro, no explanations. Just the jokes.","What did the communist say when his wife asked him to take out the trash? ""The state will provide.""",Llama-3.1-70B-NF4
