combo,batch_prompt,joke_text,model_version
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I tried to tell the train a secret. It said, “Confidentiality is not guaranteed beyond the tunnel.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I brought a flower to the train. It said, “Flowers are not allowed unless they’re part of the scenery.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told the train I wanted to be unforgettable. It said, “Unforgettable is not in the service package.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I asked the train if it had a soul. It said, “Soul? I’m still waiting for my paperwork to process.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",I finally understood why the train never answers my texts. Turns out it’s not broken—it’s just *on the other track*.,Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",I told my wife she was drawing her eyebrows too high. She looked surprised.,Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I asked my dog what he thought of the new train station. He said, “It’s a *rail* way to go.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",My train ticket got lost in the mail. Now I’m on a *first-class* journey to nowhere.,Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",I tried to start a band with a train conductor. We didn’t make much *track*.,Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","My friend said he’d never get on a train again after his last trip. I said, “Don’t worry, you’re not *rail*-ly alone.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my son, “You’re going to be a great engineer.” He replied, “Only if I can ride the *locomotive* of destiny.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",I used to be a train enthusiast until I realized I was just *derailing* my life.,Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I tried to impress my date by saying I could “run a tight schedule like a bullet train.” She said, “Then why are you late?”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",My therapist suggested I take a train to clear my mind. So I boarded one… and immediately started *dreading* the next stop.,Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I once dated a train. It was *rail*-ly intense, but we couldn’t make it work—too many *tracks* in our past.",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I asked my train if it wanted to go out tonight. It said, “I’ve got a *schedules*.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my wife I wanted to run away with the circus. She said, “Fine, but don’t forget your *ticket*.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",I tried to flirt with a train at the station. It gave me a *no-stop* signal.,Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",I once had a dream where I was a train and my ex was the rails. We kept *derailing* every time we got close.,Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my boss I was “on track” for promotion. He said, “That’s good, but you’re still *two hours* behind.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",I bought a train-themed watch. It only tells time when the *engine* is running.,Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I asked my train if it believed in love. It said, “I’m *steam*-ing with possibilities.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","My cat tried to jump onto the train. I said, “Nope, you’re not *purr*-fect for this route.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my dad I wanted to be a train driver. He said, “Son, you’re already *derailed* enough.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I tried to teach my goldfish about trains. He said, “I’m not *fish*-ing for details.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",I proposed to my girlfriend on a train. She said yes… then immediately got off at the next stop.,Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I asked my train if it knew how to fix broken hearts. It said, “Only if you’re ready to *switch tracks*.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",I once dated a train engineer. We had *a lot* of *locomotion* issues.,Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my friend I was going on a train trip to find myself. He said, “Good luck—you’ll need a *map* and a *passenger*.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I tried to explain my feelings using train metaphors. My therapist said, “You’re *way* off the rails.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I asked my train if it could take me to the future. It said, “Sorry, we’re only running *on time*.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my dog he could join the train crew. He barked, “I’m not *rail*-ly interested.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",I once wrote a love letter to a train. It arrived three days late… with a *delay* notice.,Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my son, “You’re like a train—full of potential!” He said, “But I’m not even *on the track* yet.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I tried to meditate on a train. The engine noise kept saying, “*Be still!*”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I asked my train if it had seen my lost socks. It said, “I’ve been *on a roll*, but no sightings.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my wife I wanted to travel the world on a train. She said, “Only if you promise not to *pull* any more pranks.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I tried to become a train inspector. Turns out, I *failed* the safety check—my sense of humor was too *loose*.",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I asked my train if it believed in fate. It said, “I’m *fixed* on the tracks, but I still wonder.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my friend I was going to quit my job and become a train conductor. He said, “That’s a *rail*-ly bad idea.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I tried to write a poem about trains. It was *so* long, the editor said, “Cut it down or *derail* the whole thing.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I asked my train if it ever felt lonely. It said, “I’ve got millions of passengers, but nobody *gets* me.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my daughter she could ride the train to school. She said, “Only if it’s not *diesel*-driven.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I tried to impress my crush by saying I could “run a smooth operation like a bullet train.” She said, “You’re more like a *slow-mo* disaster.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I asked my train if it had a favorite song. It said, “I’ve got a *whistle* for every mood.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my friend I was going to start a podcast about trains. He said, “Great, just don’t *derail* the episode.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I tried to convince my mom I was *on the right track*. She said, “You’re not even *on the same platform*.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my dog I wanted to go on a train adventure. He said, “Only if there’s *snacks* and *no stops*.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I asked my train if it liked jazz music. It said, “I’m more into *steam* and *rhythm*.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I tried to apologize to my train for being late. It said, “You’re not the first *dreaded* passenger.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my girlfriend I’d meet her at the train station. She said, “Only if you’re not *late* or *on fire*.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I asked my train if it ever dreamed. It said, “I dream of *freight* and *freedom*.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I tried to start a train-themed gym. People said, “We’re not here to *push* our limits—just to *ride* them.”",Qwen3-30B-A3B
train,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [train].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my therapist I felt stuck like a train on the wrong track. She said, “Let’s *switch directions* before you *derail* completely.”",Qwen3-30B-A3B
